DONATIONNUMBER,ITEMNUMBER,ITEMDESCRIPTION,DONATIONREASON,PACK,SIZE_,SIZEUOM,PACKAGINGTYPE,UNITOFMEASURE,QUANTITY,QUANTITYPERPALLET,TOTALPALLETS,GROSSWEIGHT,TOTALGROSSWEIGHT,NETWEIGHT,CUBE,STORAGEREQUIREMENT,MANUFACTUREDATE,EXPIRATIONDATE,SHELFLIFE,EXTENSION,USEBYDATE,BILLOFLADINGNUMBER,STATUS,CODEDATETYPE,MAGREFNUMBER
WD18020029,270003897011,HNT PUREE TOM 12/29Z,Damaged,/,,,,,1.0,88.0,0.0,25.0,25.0,,,DRY,4/20/2017,,315,,3/1/2018,,Acknowledged,,1000
WD18020029,dan1,pdq tesing man dates with time,Damaged,/,,,,,1.0,12.0,100.0,1000.0,1000.0,,,DRY,12/12/2017,,,,12/12/2017,,Acknowledged,,2000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,6000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,7000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,8000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,9000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,10000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,11000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,12000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,13000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,14000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,1000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,2000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,3000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,4000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,5000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,15000
WD18010134,BRL9445TT,RD SUCE BRL,Discontinued Item,/,,,,,10.0,5.0,2.0,500.0,5000.0,,,DRY,10/20/2018,,,,10/20/2018,,,,1000
WD18010134,BCS2209MM,RD SCE 12oz,Discontinued Item,/,,,,,500.0,50.0,10.0,30.0,15000.0,,,DRY,10/20/2018,,,,10/20/2018,,,,2000
WD18010135,CMPCSCHIX,CHIK SP NDL 18oz,Discontinued Item,/,,,,,561.0,30.0,18.7,30.0,16830.0,,,DRY,10/20/2018,,,,10/20/2018,,,,2000
WD18010135,CMPCSBFBRT,BEEF SP PTO 18oz,Discontinued Item,/,,,,,399.0,30.0,13.3,30.0,11970.0,,,DRY,10/20/2018,,,,10/20/2018,,,,3000
WD18010135,CMPCSTMT,TOMT SP 18oz,Discontinued Item,/,,,,,775.0,30.0,25.8333333333333,30.0,23250.0,,,DRY,10/20/2018,,,,10/20/2018,,,,4000
WD18010136,ANMBLKCRM,BRD CRM BLK,Discontinued Item,/,,,,,1.0,1.0,1.0,600.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,1000
WD18010125,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,1000
WD18010125,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,214.0,50.0,4.28,30.0,6420.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,2000
WD18010136,ANMTRYTWT,TRY WHT BRD 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,2000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,16000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,17000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,18000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,19000
WD18010134,BCS22109MM,THN NDLS 16oz,Discontinued Item,/,,,,,247.0,50.0,4.94,20.0,4940.0,,,DRY,10/20/2017,,,,10/20/2017,,,,3000
WD18010134,BCS22209MM,WD NDLS 25oz,Discontinued Item,/,,,,,388.0,50.0,7.76,25.0,9700.0,,,DRY,10/20/2018,,,,10/20/2018,,,,4000
WD18010135,CMPBLKCH,BLK SP CHIX NDL,Discontinued Item,/,,,,,10.0,1.0,10.0,500.0,5000.0,,,DRY,10/20/2018,,,,10/20/2018,,,,1000
WD18010136,ANMTRYHBN,TRY HOT BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,3000
WD18010136,ANMTRYHBN1,TRY HAM BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,4000
WD18010136,ANMTRYTWT,TRY WHT BRD 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,5000
WD18010136,ANMTRYHBN,TRY HOT BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,6000
WD18010136,ANMTRYHBN1,TRY HAM BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,7000
WD18010136,ANMTRYTWT,TRY WHT BRD 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,8000
WD18010136,ANMTRYHBN,TRY HOT BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,9000
WD18010136,ANMTRYHBN1,TRY HAM BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,10000
WD18010136,ANMTRYTWT,TRY WHT BRD 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,11000
WD18010136,ANMTRYHBN,TRY HOT BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,12000
WD18010136,ANMTRYHBN1,TRY HAM BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,13000
WD18010136,ANMTRYTWT,TRY WHT BRD 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,14000
WD18010136,ANMTRYHBN,TRY HOT BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,15000
WD18010136,ANMTRYHBN1,TRY HAM BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,16000
WD18010136,ANMTRYTWT,TRY WHT BRD 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,17000
WD18010136,ANMTRYHBN,TRY HOT BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,18000
WD18010136,ANMTRYHBN1,TRY HAM BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,19000
WD18010137,CG 77001,LQD Choc Syrup,Seasonal Item,/,,,,,500.0,60.0,8.33333333333333,24.0,12000.0,,,Refrigerated,1/20/2018,,,90,1/20/2018,,,,1000
WD18010137,CG 77002,LQD Rasp Syrup,Seasonal Item,/,,,,,500.0,60.0,8.33333333333333,24.0,12000.0,,,Refrigerated,1/20/2018,,,90,1/20/2018,,,,2000
WD18010138,CMPBLKCH,BLK SP CHIX NDL,Discontinued Item,/,,,,,1.0,1.0,1.0,500.0,500.0,,,DRY,10/20/2018,,,,10/20/2018,,,,1000
WD18010138,CMPCSCHIX,CHIK SP NDL 18oz,Discontinued Item,/,,,,,561.0,30.0,18.7,30.0,16830.0,,,DRY,10/20/2018,,,,10/20/2018,,,,2000
WD18010138,CMPCSBFBRT,BEEF SP PTO 18oz,Discontinued Item,/,,,,,399.0,30.0,13.3,30.0,11970.0,,,DRY,10/20/2018,,,,10/20/2018,,,,3000
WD18010138,CMPCSTMT,TOMT SP 18oz,Discontinued Item,/,,,,,775.0,30.0,25.8333333333333,30.0,23250.0,,,DRY,10/20/2018,,,,10/20/2018,,,,4000
WD18010138,CMPCSCHIX,CHIK SP NDL 18oz,Discontinued Item,/,,,,,561.0,30.0,18.7,30.0,16830.0,,,DRY,10/20/2018,,,,10/20/2018,,,,5000
WD18010138,CMPCSBFBRT,BEEF SP PTO 18oz,Discontinued Item,/,,,,,399.0,30.0,13.3,30.0,11970.0,,,DRY,10/20/2018,,,,10/20/2018,,,,6000
WD18010138,CMPCSTMT,TOMT SP 18oz,Discontinued Item,/,,,,,775.0,30.0,25.8333333333333,30.0,23250.0,,,DRY,10/20/2018,,,,10/20/2018,,,,7000
WD18010138,CMPCSCHIX,CHIK SP NDL 18oz,Discontinued Item,/,,,,,561.0,30.0,18.7,30.0,16830.0,,,DRY,10/20/2018,,,,10/20/2018,,,,8000
WD18010138,CMPCSBFBRT,BEEF SP PTO 18oz,Discontinued Item,/,,,,,399.0,30.0,13.3,30.0,11970.0,,,DRY,10/20/2018,,,,10/20/2018,,,,9000
WD18010138,CMPCSTMT,TOMT SP 18oz,Discontinued Item,/,,,,,775.0,30.0,25.8333333333333,30.0,23250.0,,,DRY,10/20/2018,,,,10/20/2018,,,,10000
WD18010138,CMPCSCHIX,CHIK SP NDL 18oz,Discontinued Item,/,,,,,561.0,30.0,18.7,30.0,16830.0,,,DRY,10/20/2018,,,,10/20/2018,,,,11000
WD18010138,CMPCSBFBRT,BEEF SP PTO 18oz,Discontinued Item,/,,,,,399.0,30.0,13.3,30.0,11970.0,,,DRY,10/20/2018,,,,10/20/2018,,,,12000
WD18010138,CMPCSTMT,TOMT SP 18oz,Discontinued Item,/,,,,,775.0,30.0,25.8333333333333,30.0,23250.0,,,DRY,10/20/2018,,,,10/20/2018,,,,13000
WD18010138,CMPCSCHIX,CHIK SP NDL 18oz,Discontinued Item,/,,,,,561.0,30.0,18.7,30.0,16830.0,,,DRY,10/20/2018,,,,10/20/2018,,,,14000
WD18010138,CMPCSBFBRT,BEEF SP PTO 18oz,Discontinued Item,/,,,,,399.0,30.0,13.3,30.0,11970.0,,,DRY,10/20/2018,,,,10/20/2018,,,,15000
WD18010138,CMPCSTMT,TOMT SP 18oz,Discontinued Item,/,,,,,775.0,30.0,25.8333333333333,30.0,23250.0,,,DRY,10/20/2018,,,,10/20/2018,,,,16000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,23000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,20000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,21000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,22000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,24000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,25000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,26000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,27000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,28000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,29000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,30000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,31000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,32000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,33000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,34000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,35000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,36000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,37000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,38000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,39000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,40000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,41000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,42000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,43000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,44000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,45000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,46000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,47000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,48000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,49000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,50000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,51000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,52000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,53000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,54000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,55000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,56000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,57000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,58000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,59000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,60000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,61000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,62000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,63000
